split,alpha,seed,initial_state,repeated,near_1e8
train,0.25,610000,-0.061126467229394854,False,0
train,0.25,610001,-1.1295356109180774,False,0
train,0.25,610002,2.2133005646748862,False,0
train,0.25,610003,0.44399537435712044,False,0
train,0.25,610004,0.3341781706960315,False,0
train,0.25,610005,-0.10639476043134992,False,0
train,0.25,610006,2.4386187509835735,False,0
train,0.25,610007,-0.06311234471153089,False,0
train,0.25,610008,0.4803087049529865,False,0
train,0.25,610009,-5.730219857141057,False,0
train,0.25,610010,1.4387411375319303,False,0
train,0.25,610011,0.14787045139654384,False,0
train,0.25,610012,-0.46999004048109433,False,0
train,0.25,610013,0.11577516865095608,False,0
train,0.25,610014,1.0518335031942945,False,0
train,0.25,610015,-0.5101935073944588,False,0
train,0.25,610016,-0.14594540091690147,False,0
train,0.25,610017,0.0039327905083170285,False,0
train,0.25,610018,0.4040267566318053,False,0
train,0.25,610019,-0.3838174318574526,False,0
train,0.25,610020,-1.3711032227753854,False,0
train,0.25,610021,0.3159714362623262,False,0
train,0.25,610022,-0.2539242054782678,False,0
train,0.25,610023,-0.8676478511289205,False,0
train,0.5,610000,-3.955189900698649,False,0
train,0.5,610001,0.02505057176099327,False,0
train,0.5,610002,-2.7795189969760057,False,0
train,0.5,610003,3.178321384959179,False,0
train,0.5,610004,-1.793813329485145,False,0
train,0.5,610005,22.055744753476407,False,0
train,0.5,610006,0.22678566148984133,False,0
train,0.5,610007,-4.734520991893362,False,0
train,0.5,610008,-12.35843684404218,False,0
train,0.5,610009,-0.19395105883515848,False,0
train,0.5,610010,0.29751813166027435,False,0
train,0.5,610011,0.33861996356413426,False,0
train,0.5,610012,0.037586075314814706,False,0
train,0.5,610013,-0.9036803593984069,False,0
train,0.5,610014,0.8885472562045026,False,0
train,0.5,610015,-8.984714809763572,False,0
train,0.5,610016,1.7378113593135236,False,0
train,0.5,610017,-1.548515037634448,False,0
train,0.5,610018,2.1599303959006337,False,0
train,0.5,610019,4.251925310015857,False,0
train,0.5,610020,3.24934012130379,False,0
train,0.5,610021,3.273205798895423,False,0
train,0.5,610022,-1.2178452485766746,False,0
train,0.5,610023,-0.14656775578138015,False,0
train,0.75,610000,-0.007376141798726968,False,0
train,0.75,610001,-2.1260794486461347,False,0
train,0.75,610002,0.18943623114263733,False,0
train,0.75,610003,-4.595338582204255,False,0
train,0.75,610004,-68.46282008155003,False,0
train,0.75,610005,-2.0894566112568693,False,0
train,0.75,610006,-0.7099659156043501,False,0
train,0.75,610007,0.19401953506806563,False,0
train,0.75,610008,-0.5268879895440675,False,0
train,0.75,610009,-0.6205193048930916,False,0
train,0.75,610010,-2.8358581929840225,False,0
train,0.75,610011,-0.31885010827402865,False,0
train,0.75,610012,0.5870808010152093,False,0
train,0.75,610013,3.268533745080552,False,0
train,0.75,610014,1.8191331605517396,False,0
train,0.75,610015,2.5845326133965307,False,0
train,0.75,610016,-0.29516966046021614,False,0
train,0.75,610017,0.5489801682180041,False,0
train,0.75,610018,-41.870341969336,False,0
train,0.75,610019,1.3281695872884705,False,0
train,0.75,610020,-0.3242868953173158,False,0
train,0.75,610021,8.090073895971596,False,0
train,0.75,610022,-4.109001762991507,False,0
train,0.75,610023,-0.6439045536862399,False,0
